ledger_id,customer_id,statement_date,invoice_date,amount,type_id,reference,invoice_number
**48658,9505,3/1/2021 7:51,2/10/2021 7:52,-84.49,4,,42
**49075,9505,1/1/2008 11:59,12/4/2007 11:59,-13.68,4,,43
**49517,11206,1/1/2008 7:30,12/17/2007 0:00,-1883.44,3,George,44
**49790,15022,1/1/2008 0:00,12/31/2007 0:00,-200,3,,45
**49847,11803,2/1/2008 10:05,1/3/2008 0:00,-218.9,3,,46
**50586,19620,7/1/2011 8:44,6/20/2011 10:12,236.07,2,error,47
**52069,24515,7/1/2011 8:44,6/20/2011 10:12,1.82,4,overpyt,48
**53979,10016,7/1/2008 7:39,6/13/2008 0:00,-3419.05,3,may pyt,49
**54542,48001,8/1/2008 0:00,7/8/2008 0:00,25,3,bank fee,50
**54818,54517,8/1/2008 14:15,7/14/2008 0:00,957.65,3,refund chk,51
**56262,73510,11/1/2008 9:17,9/6/2008 0:00,223.62,1,revised,52
**57108,56010,11/1/2008 0:00,10/7/2007 0:00,-283.15,1,,53
**57318,10016,11/1/2008 13:44,10/15/2008 0:00,-4978.7,3,sept,54
**57968,56010,12/1/2008 0:00,11/7/2008 0:00,-104.92,4,,55
**59116,57515,1/1/2009 8:05,12/31/2008 8:05,40,3,bank fee,56
**59536,68801,2/1/2009 7:37,1/14/2009 7:37,-29.49,1,,57
**59637,10016,2/1/2009 0:00,1/21/2009 0:00,-555.2,3,,58
**60669,18027,9/1/2024 0:00,7/19/2024 0:00,113.5,2,,59
**60739,2516,4/1/2009 0:00,3/17/2009 0:00,-880.4,3,,60
**61209,35204,5/1/2009 11:14,4/7/2009 0:00,-10000,3,prgrs dep,61
**61563,57515,5/1/2009 7:44,5/1/2009 0:00,40,3,bank fee,62
**62565,93007,7/1/2009 15:40,6/2/2009 0:00,-2.39,4,,63
**64664,93007,9/1/2009 8:29,8/15/2009 0:00,-414.63,3,,64
**69766,98202,6/1/2010 15:16,4/26/2010 15:16,-4300,3,,65
**70811,13103,8/1/2010 7:07,7/30/2010 7:09,-2500,3,,66
**71357,29819,8/1/2010 0:00,7/8/2010 0:00,-369.29,3,correct,67
**73269,47011,11/1/2010 13:02,10/31/2010 13:02,-137.24,3,,68
**74949,44512,11/1/2010 0:00,10/18/2010 0:00,1147.64,2,,69
**76670,16005,6/1/2011 13:36,1/28/2011 0:00,1500,1,revision,70
**76975,16005,6/1/2011 13:36,2/23/2011 0:00,-1500,1,revision,71
**77005,67703,6/1/2011 14:38,5/23/2011 14:38,403.5,2,,72
**77529,16005,5/6/2011 9:25,3/30/2011 9:25,2500,2,,73
**79408,51221,7/1/2011 8:57,6/24/2011 0:00,-19.26,3,,74
**79422,41002,7/1/2011 9:00,6/25/2011 9:00,-83.33,3,legal,75
**79947,28203,8/1/2011 11:34,7/16/2011 11:38,-3303.63,3,,76
**80010,13014,9/1/2011 0:00,8/15/2011 0:00,11472.33,3,bad check,77
**81576,21020,11/1/2011 0:00,10/8/2011 0:00,-588.94,4,,78
**83223,40004,8/1/2012 0:00,6/25/2012 0:00,-188,1,price chng,79
**83694,40004,8/1/2012 7:33,2/7/2012 7:33,-18000,3,,80
**85998,15022,7/1/2012 0:00,5/10/2012 0:00,-5000,3,,81
**89093,9505,1/1/2013 0:00,12/10/2012 0:00,-129.26,3,,82
**89421,78521,2/1/2013 0:00,1/4/2013 0:00,-179.96,3,,83
**89449,9505,2/1/2013 0:00,1/28/2013 0:00,-67.95,4,,84
**89617,11803,2/1/2013 8:45,1/19/2013 0:00,-39.9,3,89313,85
**90951,2516,5/1/2013 0:00,4/18/2013 0:00,-0.7,4,,86
**92722,20720,8/1/2013 0:00,7/18/2013 0:00,-330,3,C,87
**93083,50023,9/1/2013 7:58,8/8/2013 7:58,-0.96,3,,88
**93871,11720,11/1/2013 0:00,9/24/2013 0:00,-1817.8,3,,89
**94368,33520,11/1/2013 0:00,10/22/2013 0:00,-31.67,4,discount,90
**94378,33520,11/1/2013 0:00,10/23/2013 0:00,-2.22,3,,91
**98607,20023,7/1/2006 0:00,6/2/2006 0:00,-54,3,COURT,92
*-80326,16012,9/1/2011 0:00,8/3/2011 0:00,-1200,3,,93
*1,7523,6/1/2006 9:30,6/1/2006 9:31,-6.39,5,,94
*1,11507,11/1/2007 0:00,10/24/2007 0:00,-3.51,5,,95
*1,30004,12/1/2006 9:38,11/22/2006 9:39,-56.73,5,,96
*10035,84502,2/1/2014 8:32,1/7/2014 0:00,-0.15,4,,97
*10108,88501,2/1/2014 8:32,1/13/2014 0:00,-0.68,4,,98
*10366,13103,3/1/2014 12:33,1/31/2014 12:42,-1000,3,,99
*10426,21020,3/1/2014 0:00,2/6/2014 0:00,-55.39,4,,100
*10466,20720,3/1/2014 0:00,2/8/2014 0:00,-12548.95,3,,101
*10543,93007,3/1/2014 13:38,2/17/2014 13:41,-0.65,4,,102
*10707,11411,4/1/2014 0:00,2/28/2014 0:00,-100.92,4,courtesy,103
*10764,33520,4/1/2014 8:45,3/5/2014 0:00,-16.38,4,,104
*10775,11411,4/1/2014 0:00,3/6/2014 0:00,-2.29,4,courtesy,105
*10781,21020,4/1/2014 8:45,3/6/2014 0:00,-108.12,4,,106
*10858,13008,4/1/2014 0:00,3/12/2014 0:00,-36.8,4,,107
*10883,11411,4/1/2014 0:00,3/6/2014 0:00,-28.03,4,courtesy,108
*10884,33520,4/1/2014 0:00,3/11/2014 0:00,-17.6,4,,109
*10904,11411,4/1/2014 0:00,3/14/2014 0:00,-20.47,4,courtesy,110
*10972,67017,4/1/2014 0:00,3/20/2014 0:00,-0.17,4,,111
*11036,11111,4/1/2014 15:08,3/25/2014 15:08,-19.26,3,,112
*11134,95024,4/1/2014 0:00,4/1/2014 0:00,-0.52,4,,113
*11179,15007,5/1/2014 11:02,4/3/2014 0:00,-0.3,4,,114
*11198,21020,5/1/2014 0:00,4/5/2014 0:00,-37.44,4,,115
*11262,20107,5/1/2014 11:02,4/9/2014 0:00,-975,3,,116
*11265,88501,5/1/2014 0:00,4/9/2014 0:00,-0.19,4,,117
*11325,61507,7/1/2014 0:00,7/7/2014 0:00,-20.54,4,,118
*11342,92319,5/1/2014 12:03,4/12/2014 12:11,-2.48,4,,119
*11366,33520,5/1/2014 0:00,4/14/2014 0:00,-20.3,4,,120
*11659,70006,6/1/2014 0:00,5/1/2014 0:00,-0.84,4,,121
*11675,13011,6/1/2014 0:00,5/1/2014 0:00,-153.09,4,,122
*11698,33520,6/1/2014 8:52,5/1/2014 0:00,4.39,4," """,123
*11721,22516,6/1/2014 0:00,5/5/2014 0:00,-0.06,3,,124
*11762,46017,6/1/2014 12:05,6/2/2014 12:05,-1680,2,double bil,125
*11812,80019,6/1/2014 0:00,5/9/2014 0:00,-15.78,4,,126
*11813,21020,6/1/2014 12:31,5/8/2014 12:32,-50.54,4,,127
*11842,46017,6/1/2014 0:00,5/9/2014 0:00,-945,4,,128
*11983,88501,6/1/2014 11:19,5/16/2014 11:38,-2.53,4,,129
*12031,67503,6/1/2014 11:19,5/19/2014 0:00,-30.19,3,,130
*12166,34005,8/1/2014 0:00,7/30/2014 0:00,-1016.5,1,refund,131
*12355,21020,7/1/2014 0:00,6/4/2014 0:00,-25.44,4,,132
*12356,47011,7/1/2014 0:00,6/4/2014 0:00,-95.33,3,MC,133
*12470,13011,7/1/2014 0:00,6/10/2014 0:00,-43.15,4,,134
*12843,37510,1/1/2015 0:00,6/27/2014 0:00,159.73,3,DPW pymt,135
*13008,13011,8/1/2014 0:00,7/7/2014 0:00,-48.3,4,,136
*13093,21020,8/1/2014 0:00,7/10/2014 0:00,-71.7,4,,137
*13095,10016,8/1/2014 0:00,7/10/2014 0:00,-1.04,4,,138
*13391,2501,8/1/2014 9:16,7/25/2014 8:14,-2.08,4,,139
*13501,88501,9/1/2014 9:30,8/1/2014 14:21,-0.39,4,,140
*13600,21020,9/1/2014 9:30,8/12/2014 0:00,-19.62,3,,141
*13602,29016,9/1/2014 9:30,8/6/2014 0:00,-0.91,4,,142
*13608,13011,9/1/2014 9:30,8/6/2014 0:00,-242.8,4,,143
*13611,80019,9/1/2014 9:30,8/6/2014 0:00,-17.7,4,,144
*13782,79008,9/1/2014 8:31,8/16/2014 0:00,-0.56,3,,145
*13967,33520,9/1/2014 11:19,8/27/2014 0:00,-14.39,4,,146
*14188,13011,10/1/2014 0:00,9/9/2014 0:00,-130.68,4,,147
*14203,21020,10/1/2014 0:00,9/10/2014 0:00,-27.23,4,,148
*14321,52021,10/1/2014 0:00,9/9/2014 0:00,-10.14,4,,149
*14394,61507,11/1/2014 10:08,9/19/2014 10:08,-25000,3,,150
*14449,2501,10/1/2014 0:00,9/23/2014 0:00,-0.63,4,,151
*14508/9,46603,10/1/2014 0:00,9/26/2014 0:00,-2908.26,3,ck 808,152
*14624,33520,11/1/2014 0:00,10/2/2014 0:00,-1.04,4,,153
*14670,56010,12/1/2014 9:10,10/4/2014 9:17,-52.91,4,,154
*14781,21020,11/1/2014 15:11,10/9/2014 0:00,-6.51,4,,155
*14881,11603,12/1/2014 8:27,11/30/2014 0:00,291.28,3,bad chk,156
*14882,13011,10/1/2014 0:00,10/15/2014 0:00,-44.33,4,,157
*15001,40115,11/1/2014 0:00,10/22/2014 0:00,-33.54,3,,158
*15026,95024,11/1/2014 10:51,10/23/2014 11:03,-1.34,4,,159
*15039,61507,11/1/2014 0:00,10/24/2014 0:00,-500,4,,160
*15136,88501,12/1/2014 14:37,10/30/2014 14:40,-3.6,4,,161
*15212,33520,12/1/2014 0:00,11/4/2014 0:00,-10.86,4,,162
*15220,16012,12/1/2014 0:00,11/4/2014 0:00,32.31,1,dance,163
*15257,13011,12/1/2014 12:09,11/6/2014 0:00,-35.47,4,,164
*15532,87503,3/1/2015 13:49,4/6/2015 0:00,-9.63,1,,165
*15612,87503,12/1/2014 0:00,12/1/2014 0:00,-54.56,4,,166
*15699,56010,1/1/2015 0:00,12/6/2014 0:00,-72.45,4,,167
*15721,12026,1/1/2015 11:37,12/8/2014 0:00,-30.48,4,,168
*15805,88302,1/1/2015 11:37,12/13/2014 0:00,-0.9,4,,169
*15898,25123,1/1/2015 9:05,12/20/2014 0:00,-10.72,4,,170
*15947,43420,4/1/2015 12:34,3/31/2015 0:00,-5.89,4,,171
*16059,12026,2/1/2015 0:00,1/6/2015 0:00,-24.48,4,,172
*16078,13011,5/1/2015 0:00,4/15/2015 0:00,-32.79,4,,173
*16092,21020,2/1/2015 0:00,1/1/2015 0:00,-36.84,4,,174
*16110,35110,2/1/2015 0:00,1/9/2015 0:00,-307.75,3,U,175
*16122,41102,2/1/2015 11:30,1/12/2015 11:30,0,3,733.33lega,176
*16146,10016,2/1/2015 0:00,1/13/2015 0:00,35.85,1,,177
*16267,88501,2/1/2015 9:51,1/21/2015 9:51,-2.07,4,,178
*16303,10016,2/1/2015 0:00,1/23/2015 0:00,86.03,1,,179
*16305,73510,2/1/2015 0:00,1/23/2015 0:00,27.77,1,,180
*16368,20314,3/1/2015 15:54,1/30/2015 15:55,-2500,3,,181
*16430,95024,3/1/2015 0:00,2/4/2015 0:00,-0.67,4,,182
*16452,62519,3/1/2015 0:00,2/5/2015 0:00,0,3,16000 dep,183
*16481,88501,3/1/2015 0:00,2/6/2015 0:00,-6,4,,184
*16556,21020,3/1/2015 0:00,2/12/2015 0:00,-2.2,4,,185
*16627,62519,3/1/2015 15:54,2/19/2015 0:00,-7000,3,,186
*16766,56217,4/1/2015 12:28,2/28/2015 8:20,-0.85,4,,187
*16832,21020,4/1/2015 0:00,2/27/2015 0:00,-155.06,4,,188
*16858,12026,4/1/2015 0:00,3/9/2015 0:00,-2.3,4,,189
*16889,2501,4/1/2015 0:00,3/11/2015 0:00,-0.6,4,,190
*16895,13011,4/1/2015 0:00,3/11/2015 0:00,-27.42,4,,191
*16964,52021,4/1/2015 10:53,3/16/2015 0:00,-41.93,1,,192
*17274,7521,5/1/2015 13:49,4/7/2015 0:00,-7.12,4,,193
*17322,21020,5/1/2015 0:00,4/9/2015 0:00,-0.89,4,,194
*17330,87502,5/1/2015 0:00,4/10/2015 0:00,-0.6,4,,195
*17340,12512,5/1/2015 0:00,4/10/2015 0:00,-234.6,3,,196
*17359,62519,6/1/2015 0:00,4/13/2015 0:00,6732.07,2,overlook,197
*17360,20314,5/1/2015 13:06,4/13/2015 0:00,-1400,3,,198
*17367,87521,5/1/2015 15:37,4/13/2015 15:39,-242.62,3,,199
*17408,13011,5/1/2015 0:00,4/15/2015 0:00,-93.01,4,,200
*17480,46017,5/1/2015 0:00,4/18/2015 0:00,-990.36,3,,201
*17697,93007,6/1/2015 0:00,5/1/2015 0:00,-10.93,4,,202
*17733,11011,6/1/2015 18:53,5/2/2015 18:54,288.9,1,,203
*17828,21020,6/1/2015 0:00,5/8/2015 0:00,-68.59,4,,204
*17884,41520,7/1/2015 14:45,6/29/2015 0:00,-6318.87,3,,205
*17982,13011,6/1/2015 0:00,5/15/2015 0:00,-95,4,,206
*18,71506,2/1/2010 11:35,12/31/2009 0:00,2350.92,5,,207
*18024,90202,6/1/2015 15:25,6/18/2015 15:25,-15.99,4,,208
*18036,2501,6/1/2015 15:32,5/19/2015 7:59,-1.18,4,,209
*18113,29016,6/1/2015 19:18,5/7/2015 0:00,-800,3,,210
*18254,46017,7/1/2015 0:00,6/1/2015 0:00,277.23,1,,211
*18274,11011,7/1/2015 0:00,6/2/2015 0:00,-633.65,3,,212
*18324,29016,7/1/2015 0:00,6/4/2015 0:00,-5.57,4,,213
*18348,70524,7/1/2015 0:00,6/5/2015 0:00,-1332.04,3,,214
*18390,70524,7/1/2015 0:00,6/8/2015 0:00,-5.48,4,,215
*18399,45317,7/1/2015 14:15,6/8/2015 14:15,-721.18,3,#1106,216
*18474,13011,7/1/2015 0:00,6/11/2015 0:00,-33.36,4,,217
*18476,21020,7/1/2015 0:00,6/11/2015 0:00,-34.73,4,,218
*18615,10016,7/1/2015 0:00,6/18/2015 0:00,-53.5,4,,219
*18673,28103,7/1/2015 8:00,6/22/2015 0:00,-3,4,,220
*18692,13011,8/1/2015 13:36,7/9/2015 13:41,-78.28,4,,221
*18796,2501,8/1/2015 7:56,6/30/2015 8:56,-0.71,4,,222
*18908,28212,9/1/2015 0:00,7/7/2015 0:00,-56.82,4,,223
*18936,22208,8/1/2015 13:16,7/8/2015 13:17,-270.83,3,,224
*18940,12026,8/1/2015 0:00,7/8/2015 0:00,-3.21,4,,225
*18973,20720,8/1/2015 0:00,7/9/2015 0:00,-35,4,,226
*19053,10016,8/1/2015 13:10,7/15/2015 13:11,143.02,1,,227
*19243,35024,8/1/2015 11:19,7/24/2015 9:58,-500,3,,228
*19505,37004,9/1/2015 0:00,8/10/2015 0:00,-1.82,4,,229
*19507,2501,9/1/2015 0:00,8/10/2015 0:00,-6.88,4,,230
*19511,13011,9/1/2015 0:00,8/10/2015 0:00,-227.03,4,,231
*19592,56010,9/1/2015 0:00,8/14/2015 0:00,-0.53,4,,232
*19625,50021,11/1/2015 10:02,8/11/2015 10:03,-76.86,3,,233
*19707,62519,9/1/2015 0:00,8/21/2015 0:00,-1501.14,3,,234
*19900,25123,10/1/2015 0:00,9/2/2015 0:00,-300,3,,235
*19961,21020,10/1/2015 0:00,9/4/2015 0:00,-193.66,4,,236
*2,7523,6/1/2006 9:30,6/1/2006 0:00,-6.42,5,,237
*2,9104,6/1/2010 10:32,5/26/2010 0:00,-2.45,5,,238
*20054,13011,10/1/2015 0:00,9/11/2015 0:00,-344.3,4,,239
*20121,20720,12/1/2015 14:44,9/3/2015 0:00,-20843.64,3,,240
*20159,37004,10/1/2015 0:00,9/16/2015 0:00,-0.41,4,,241
*20304,35110,10/1/2015 0:00,9/28/2015 0:00,-27.5,3,,242
*20331,72503,10/1/2015 0:00,9/22/2015 0:00,-444.26,3,,243
*20384,10016,11/1/2015 15:12,10/1/2015 15:39,294.57,1,nick,244
*20452,41102,11/1/2015 0:00,10/5/2015 0:00,0,3,600,245
*20455,12026,11/1/2015 0:00,10/5/2015 0:00,-34.67,4,,246
*20484,28403,11/1/2015 0:00,10/6/2015 0:00,-0.3,4,,247
*20622,16012,11/1/2015 8:00,10/15/2015 0:00,267.5,1,,248
*20682,66117,11/1/2015 10:18,10/10/2015 0:00,-310.98,3,,249
*20705,21020,11/1/2015 10:18,10/19/2015 0:00,-295.33,4,,250
*20734,56217,12/1/2015 14:44,10/21/2015 0:00,-750,3,deposit,251
*20833,37510,11/1/2015 13:47,10/19/2015 13:48,-307.58,3,,252
*20885,13011,11/1/2015 0:00,10/29/2015 0:00,-192.81,4,,253
*20898,72008,12/1/2015 0:00,10/30/2015 0:00,-3020.84,3,Q,254
*21004,12026,12/1/2015 0:00,11/6/2015 0:00,-1.23,4,,255
*21062,2501,12/1/2015 0:00,11/10/2015 0:00,-0.76,4,,256
*21127,56017,12/1/2015 14:44,11/16/2015 14:53,40.66,1,,257
*21207,21020,12/1/2015 0:00,11/19/2015 0:00,-51.51,4,,258
*21229,72008,12/1/2015 0:00,11/20/2015 0:00,-348.75,3,R,259
*21356,84502,2/1/2016 14:12,11/30/2015 0:00,7,2,,260
*21471,30504,1/1/2016 0:00,12/7/2015 0:00,-0.98,4,,261
*21475,19714,1/1/2016 0:00,12/7/2015 0:00,-0.7,4,,262
*21553,21020,1/1/2016 0:00,12/10/2015 0:00,-103.61,4,,263
*21566,2516,1/1/2016 0:00,12/11/2015 0:00,199.33,1,,264
*21623,96219,1/1/2016 0:00,12/14/2015 0:00,-0.51,4,,265
*21672,23514,1/1/2016 0:00,12/17/2015 0:00,-0.84,4,,266
*21881,21020,2/1/2016 0:00,1/8/2016 0:00,-109.81,4,,267
*21896,56017,2/1/2016 0:00,1/9/2016 0:00,-84.09,3,,268
*21946,29519,7/1/2006 0:00,6/14/2006 0:00,65,2,delivery,269
*21962,58417,2/1/2016 16:07,1/14/2016 16:07,-7000,3,,270
*21986,27912,2/1/2016 0:00,1/15/2016 0:00,-3000,3,,271
*22011,46010,8/1/2006 0:00,7/10/2006 0:00,65,2,delivery,272
*22029,49508,8/1/2006 0:00,7/17/2006 0:00,-300,3,,273
*22031,66117,2/1/2016 0:00,1/19/2016 0:00,-1262.11,3,,274
*22176,97502,10/1/2006 9:29,9/25/2006 0:00,42700,1,cont'd,275
*22199,21020,3/1/2016 0:00,2/3/2016 0:00,-0.73,4,,276
*22225,92507,3/1/2016 0:00,2/5/2016 0:00,-8000,3,,277
*22251,12026,3/1/2016 0:00,2/8/2016 0:00,-1.7,3,,278
*22508,20303,5/1/2007 10:15,4/27/2007 0:00,10,2,fuel chg,279
*22569,16012,4/1/2016 8:01,3/2/2016 0:00,-816.49,3,,280
*22608,85002,4/1/2016 13:13,3/5/2016 13:13,54.94,1,,281
*22683,35024,4/1/2016 15:53,3/9/2016 15:54,-1462,3,,282
*22987,2205,5/1/2016 0:00,3/29/2016 0:00,44.3,1,,283
*22995,70524,4/1/2016 8:39,3/17/2016 0:00,-551.48,3,,284
*23102,9505,5/1/2016 0:00,4/6/2016 0:00,-45.48,4,,285
*23129,21020,5/1/2016 0:00,4/7/2016 0:00,-99.08,4,,286
*23130,13011,5/1/2016 0:00,4/7/2016 0:00,-39.2,4,,287
*23179,45317,5/1/2016 0:00,4/11/2016 0:00,-3632.43,3,,288
*23372,46017,5/1/2016 0:00,4/7/2016 0:00,-1468.69,3,,289
*23472,2116,5/1/2016 0:00,4/20/2016 0:00,-2000,3,,290
*23510,2501,6/1/2016 0:00,4/28/2016 0:00,-5260.87,3,smith,291
*23579,20720,8/1/2016 15:49,5/4/2016 15:49,-20915.14,3,,292
*23585,39002,6/1/2016 10:33,5/4/2016 10:35,-0.61,4,,293
*23740,21020,6/1/2016 0:00,5/11/2016 0:00,-9.43,4,,294
*23764,9505,6/1/2016 9:56,5/12/2016 9:58,-6.84,4,,295
*24076,25912,8/1/2016 0:00,6/1/2016 0:00,-1075.99,1,paid 6/10,296
*24083,25912,8/1/2016 0:00,6/1/2016 0:00,-502.55,1,paid 6/10,297
*24107,25912,8/1/2016 0:00,6/2/2016 0:00,-1224.55,1,paid 6/10,298
*24182,9505,7/1/2016 0:00,6/6/2016 0:00,-5.46,4,,299
*24217,20720,8/1/2016 15:49,6/6/2016 15:49,-8586.31,3,,300
*24235,25912,8/1/2016 0:00,6/9/2016 0:00,-4636.31,1,paid 6/10,301
*24253,11111,7/1/2016 0:00,6/10/2016 0:00,-0.29,4,,302
*24372,86702,8/1/2016 16:05,6/16/2016 16:05,-7500,3,,303
*24420,15014,7/1/2016 0:00,6/20/2016 0:00,-1005.8,3,,304
*24532,56017,7/1/2016 15:10,6/24/2016 0:00,-0.77,4,,305
*24736,10016,8/1/2016 0:00,7/6/2016 0:00,224,1,perhacs,306
*24766,13011,8/1/2016 0:00,7/11/2016 0:00,-10.85,4,may 2%,307
*24779,25123,8/1/2016 0:00,7/8/2016 0:00,-1500,3,,308
*24995,10016,8/1/2016 0:00,7/21/2016 0:00,37.44,1,alices,309
*25033,62519,1/1/2017 0:00,7/22/2016 0:00,-400.65,1,,310
*25113,62519,1/1/2017 0:00,7/27/2016 0:00,-330.47,1,,311
*25164,66117,8/1/2016 12:16,7/29/2016 12:18,-3315.94,3,3 pks,312
*25263,62519,1/1/2017 0:00,7/27/2016 0:00,-295.75,1,,313
*25290,13011,9/1/2016 12:26,8/8/2016 0:00,-77.25,4,,314
*25327,62519,1/1/2017 0:00,8/10/2016 0:00,-788.59,1,,315
*25350,21020,9/1/2016 0:00,8/11/2016 0:00,-269.27,4,,316
*25382,40110,9/1/2016 14:15,8/13/2016 14:16,-1000,3,,317
*25408,46017,9/1/2016 13:18,8/11/2016 13:19,-1946.59,3,,318
*25672,40004,10/1/2016 0:00,9/2/2016 0:00,482.3,1,nolan,319
*25719,40004,10/1/2016 0:00,9/6/2016 0:00,259.42,1,nolan,320
*25752,13011,10/1/2016 0:00,9/8/2016 0:00,-44.18,4,,321
*25775,21020,10/1/2016 0:00,9/9/2016 0:00,-57.43,4,,322
*25776,10016,10/1/2016 0:00,9/9/2016 0:00,-3173.61,3,,323
*26025,20720,10/1/2016 0:00,9/22/2016 0:00,-2500,3,,324
*26191,35110,7/1/2020 0:00,6/10/2020 0:00,-67.1,2,,325
*26357,21020,11/1/2016 0:00,10/13/2016 0:00,-119.88,4,,326
*26360,13011,11/1/2016 0:00,10/13/2016 0:00,-347.84,4,,327
*26426,2205,11/1/2016 0:00,10/19/2016 0:00,623.7,1,,328
*26582,2205,12/1/2016 10:31,10/27/2016 0:00,387.18,1,,329
*26646,16012,12/1/2016 15:38,11/2/2016 0:00,76.56,1,,330
*26685,12026,12/1/2016 0:00,11/2/2016 0:00,-2.56,4,,331
*26834,21020,12/1/2016 0:00,11/10/2016 0:00,-245.97,4,,332
*27231,28003,1/1/2017 0:00,12/8/2016 0:00,83.39,1,,333
*27249,21020,1/1/2017 0:00,12/9/2016 0:00,-53.49,4,,334
*27264,35110,4/1/2020 0:00,3/20/2020 0:00,-16.64,3,rec1703.22,335
*27365,28303,2/1/2017 15:38,1/25/2017 0:00,-2.94,4,,336
*27578,70006,1/1/2017 0:00,12/22/2016 0:00,-379.97,3,,337
*27675,21020,2/1/2017 0:00,1/12/2017 0:00,-49.41,4,,338
*27739,13011,2/1/2017 0:00,1/19/2017 0:00,-1212.63,3,,339
*27801,38104,2/1/2017 15:38,1/25/2017 0:00,-500,3,deposit,340
*27883,23008,3/1/2017 0:00,1/30/2017 0:00,-4.45,4,,341
*27949,17214,3/1/2017 0:00,2/3/2017 0:00,-899.59,3,,342
*28240,13011,4/1/2017 16:25,2/28/2017 15:46,-11.29,4,,343
*28310,2205,4/1/2017 13:35,3/6/2017 13:36,828.12,1,mcgregor,344
*28322,61507,4/1/2017 0:00,3/6/2017 0:00,-0.72,4,,345
*28686,13011,5/1/2017 0:00,4/3/2017 0:00,-2530.81,3,,346
*28894,46017,5/1/2017 0:00,4/15/2017 0:00,-1241.03,3,,347
*29094,44419,7/1/2017 0:00,4/28/2017 0:00,211.54,1,,348
*29339,21020,6/1/2017 0:00,5/11/2017 0:00,-40.48,3,,349
*29470,25123,6/1/2017 0:00,5/18/2017 0:00,56.11,1,,350
*29638,7502,3/1/2008 0:00,4/2/2006 0:00,6.3,1,,351
*29796,21020,7/1/2017 0:00,6/8/2017 0:00,-270.57,4,,352
*29815,2502,7/1/2017 0:00,6/9/2017 0:00,-142.91,3,,353
