ledger_id,customer_id,statement_date,ledger_date,amount,type_id,reference,ledger_order
56872,2116,7/1/23 0:00,6/2/23 0:00,7.55,1,,84809
56872,13420,11/1/08 9:28,9/29/08 0:00,78.75,1,,34641
56873,66117,7/1/23 14:11,6/5/23 14:13,668.88,1,,84827
56874,12820,10/1/08 0:00,9/29/08 0:00,-100,3,,34038
56875,2501,7/1/23 10:38,6/5/23 10:40,-3635.32,3,,84740
56875,40004,11/1/08 0:00,9/29/07 0:00,-40201.09,3,,34154
56876,65511,7/1/23 10:38,6/5/23 10:40,-4409.64,3,,84751
56876,82602,11/1/08 0:00,9/29/07 0:00,-457.35,3,,34141
56877,65511,7/1/23 14:11,6/5/23 0:00,20.79,1,,84850
56878,20303,11/1/08 9:04,9/29/08 9:04,136.43,1,,34292
56879,21020,11/1/08 0:00,10/19/08 0:00,36.85,1,,34553
56881,16012,11/1/08 0:00,9/29/08 0:00,71.55,1,,34525
56881,60019,7/1/23 10:38,6/5/23 10:40,-742.72,3,,84756
56883,25001,11/1/08 7:49,9/29/08 7:54,97.69,1,,34235
56885,10006,10/1/08 11:06,9/29/08 11:06,475.72,1,,33935
56885,25912,7/1/23 0:00,6/6/23 0:00,85.3,1,,84797
56886,10006,10/1/08 0:00,9/29/08 0:00,160.5,1,,33936
56888,20720,7/1/23 14:11,6/6/23 0:00,1470.36,1,,84837
56889,2116,7/1/23 0:00,6/6/23 0:00,29.3,1,,84810
56890,21515,11/1/08 9:04,9/30/08 0:00,109.72,1,,34437
56890,21815,7/1/23 0:00,6/6/23 0:00,9276.38,1,2432755,84805
56891,2205,11/1/08 9:04,9/30/08 0:00,321.43,1,,34306
56892,10016,11/1/08 9:04,9/30/08 0:00,-6.42,1,crestview,34473
56893,10006,11/1/08 9:04,9/30/08 0:00,1312.89,1,,34325
56894,2116,7/1/23 0:00,6/7/23 0:00,495.33,1,,84811
56894,17020,11/1/08 9:36,9/30/08 0:00,49.54,1,,34545
56895,2116,7/1/23 0:00,6/7/23 0:00,674.96,1,,84812
56895,10006,11/1/08 9:04,9/30/08 0:00,1088.56,1,,34324
56896,2116,11/1/08 9:04,9/30/08 0:00,72.39,1,,34444
56897,2501,11/1/08 7:49,9/30/08 7:54,94.23,1,,34226
56897,29016,7/1/23 10:38,6/7/23 10:40,-587.02,3,,84755
56898,10017,7/1/23 14:11,6/7/23 14:13,266.56,1,,84824
56898,11011,11/1/08 0:00,9/30/07 0:00,-200.13,3,,34167
56899,18520,11/1/08 9:36,9/30/08 0:00,14.45,1,,34548
56899,24512,7/1/23 0:00,6/7/23 0:00,163.14,1,,84796
569.9,72008,11/1/08 0:00,10/1/07 0:00,-146.1,3,,34159
56900,24024,11/1/08 13:56,10/30/08 14:02,-16.96,1,,34628
56901,24024,11/1/08 13:56,9/30/08 14:02,18.74,1,,34629
56902,2116,7/1/23 0:00,6/8/23 0:00,74.26,1,,84813
56903,88502,11/1/08 0:00,9/30/08 0:00,132.64,1,,34265
56904,20903,7/1/23 10:38,6/8/23 10:40,-162.92,3,,84742
56904,93507,11/1/08 9:04,9/30/08 0:00,57.84,1,,34345
56905,68801,11/1/08 0:00,9/30/07 0:00,54.89,1,,34480
56905,88803,7/1/23 10:38,6/8/23 10:40,-5169.96,3,,84746
56906,12523,11/1/08 13:56,9/30/08 14:02,188.05,1,,34602
56906,92507,7/1/23 10:38,6/8/23 10:40,-38.81,3,,84747
56907,60015,7/1/23 10:38,6/8/23 10:40,-586.13,3,,84741
56908,10016,7/1/23 10:38,6/8/23 10:40,-1201.09,3,,84754
56908,21811,11/1/08 9:04,9/30/08 0:00,34.52,1,,34398
56909,16012,7/1/23 14:11,6/8/23 0:00,74,1,,84845
56910,21503,11/1/08 0:00,9/30/07 0:00,-115.03,3,,34149
56911,12512,7/1/23 0:00,6/8/23 0:00,107.69,1,,84793
56911,25014,11/1/08 0:00,9/30/07 0:00,-57.83,3,,34175
56912,25614,10/1/08 11:08,9/30/08 11:55,-1258.86,3,,34127
56915,10016,11/1/08 9:04,9/30/08 0:00,72.31,1,lakeside,34472
56915,41520,7/1/23 10:38,6/9/23 10:40,-93.2,3,,84761
56916,11122,7/1/23 10:38,6/9/23 10:40,-488.19,3,,84762
56917,29016,7/1/23 0:00,6/9/23 0:00,19.09,1,,84822
56917,75024,11/1/08 13:56,9/30/08 14:02,1843.24,1,,34636
56918,12512,7/1/23 0:00,6/9/23 0:00,37.32,1,,84794
56918,56217,11/1/08 0:00,9/30/08 0:00,53.69,1,,34510
56919,60019,7/1/23 14:11,6/9/23 0:00,46.64,1,,84834
56920,2513,11/1/08 9:04,9/30/08 0:00,520.63,1,,34415
56922,60019,7/1/23 10:38,6/12/23 10:40,-100,3,,84757
56923,12806,7/1/23 0:00,6/12/23 0:00,1123.93,1,,84778
56924,2205,7/1/23 0:00,6/12/23 0:00,144.48,1," """,84785
56924,15014,11/1/08 9:04,9/30/08 0:00,315.65,1,,34432
56925,33520,11/1/08 0:00,9/30/08 0:00,41.17,1,,34573
56927,21011,11/1/08 9:04,9/30/08 0:00,248.45,1,,34393
56928,65511,7/1/23 14:11,6/12/23 0:00,1543.93,1,,84851
56929,72210,7/1/23 0:00,6/12/23 0:00,157.19,1,,84790
56930,19603,11/1/08 0:00,10/1/07 0:00,-344.11,3,,34146
56931,72506,11/1/08 9:04,10/1/08 0:00,130.32,1,,34331
56932,32504,11/1/08 9:04,10/1/08 0:00,-53.5,1,,34297
56933,2205,11/1/08 9:04,10/1/08 0:00,398.68,1,,34307
56933,17214,7/1/23 10:38,6/12/23 10:40,-424.8,3,,84752
56934,12512,7/1/23 0:00,6/12/23 0:00,80.77,1,,84795
56937,33904,7/1/23 10:38,6/12/23 10:40,-1876.65,3,,84743
56938,2116,11/1/08 9:04,10/1/08 0:00,74.36,1,,34446
56940,2116,7/1/23 0:00,6/13/23 0:00,198.29,1,,84814
56942,38019,11/1/08 0:00,10/1/08 0:00,49.22,1,,34524
56944,56010,11/1/08 9:04,10/1/08 0:00,3790.85,1,,34367
56945,27614,7/1/23 0:00,6/14/23 0:00,4838.38,1,,84803
56945,56217,11/1/08 0:00,10/1/08 0:00,315.03,1,,34511
56947,20720,7/1/23 14:11,6/7/23 0:00,2505.11,1,,84838
56947,68121,10/1/08 0:00,10/1/08 0:00,146.7,1,,34593
56948,16012,7/1/23 14:11,6/14/23 0:00,70.91,1,,84843
56949,9505,7/1/23 10:38,6/14/23 0:00,-70.37,1,,84776
56951,81011,11/1/08 0:00,10/1/07 0:00,-327.63,3,,34169
56953,9505,7/1/23 10:38,6/14/23 10:40,-188.73,3,,84744
56954,15014,11/1/08 9:04,10/2/08 0:00,49.27,1,,34420
56954,73024,7/1/23 10:38,6/14/23 10:40,-1738.52,3,,84764
56955,42517,11/1/08 0:00,10/3/08 0:00,18.1,1,,34491
56956,2501,7/1/23 10:38,6/14/23 0:00,52.25,1,spring rd,84767
56956,37510,11/1/08 9:04,10/2/08 0:00,74.25,2,,34360
56957,11122,7/1/23 14:11,6/15/23 0:00,331.18,1,,84840
56958,2205,7/1/23 0:00,6/15/23 0:00,104.56,1,durban,84786
56960,12523,11/1/08 13:56,10/2/08 14:02,204.32,1,,34603
56961,4810,7/1/23 0:00,6/15/23 0:00,950.03,1,,84787
56961,57515,11/1/08 0:00,10/2/08 0:00,3318.45,1,F,34225
56962,57515,11/1/08 0:00,10/2/08 0:00,2265.63,1,F,34224
56963,11211,11/1/08 9:04,10/2/08 0:00,817.62,1,,34383
56963,66117,7/1/23 14:11,6/15/23 14:13,-388.33,1,,84828
56964,20720,7/1/23 10:38,6/15/23 10:40,-7788.96,3,,84759
56965,28424,11/1/08 13:56,10/2/08 14:02,119.69,1,,34625
56965,39520,7/1/23 10:38,6/15/23 10:40,-68.77,3,,84760
56966,14514,11/1/08 0:00,10/2/07 0:00,-243.56,3,,34174
56966,16012,7/1/23 10:38,6/15/23 10:40,-424.32,3,,84763
56968,93507,11/1/08 0:00,10/2/07 0:00,-498.69,3,,34158
56970,16012,7/1/23 14:11,6/15/23 0:00,15.35,1,,84846
56970,18512,11/1/08 9:04,10/2/08 0:00,618.46,1,,34407
56971,68121,10/1/08 0:00,10/2/08 0:00,31.46,1,,34594
56972,20720,7/1/23 14:11,6/16/23 0:00,7788.96,1,,84839
56972,66008,11/1/08 9:36,10/2/08 9:36,306.69,1,,34540
56973,28004,11/1/08 9:04,10/2/08 9:04,83.24,1,,34295
56974,2116,11/1/08 9:04,10/2/08 0:00,2391.2,1,,34445
56975,2116,7/1/23 0:00,6/15/23 0:00,286.48,1,,84815
56975,15101,11/1/08 9:16,10/2/08 10:17,-1316.87,3,,34135
56978,10016,11/1/08 9:04,10/2/08 0:00,119.84,1,,34474
56979,88302,11/1/08 0:00,9/28/08 0:00,773.08,1,,34262
56980,2501,7/1/23 10:38,6/17/23 0:00,26.12,1,,84768
56980,72210,11/1/08 9:04,10/3/08 0:00,131.08,1,,34376
56981,11211,11/1/08 9:04,10/3/08 0:00,590.59,1,,34385
56982,11211,11/1/08 9:04,10/3/08 0:00,284.3,1,,34384
56983,11122,7/1/23 14:11,6/17/23 0:00,550.19,1,,84841
56983,67017,11/1/08 0:00,10/3/08 0:00,335.33,1,,34516
56984,20903,7/1/23 10:38,6/19/23 0:00,3427.99,1,,84774
56985,28004,11/1/08 9:04,10/3/08 9:04,35.31,1,,34296
56986,21811,11/1/08 9:04,10/3/08 0:00,61.31,1,,34399
56988,33520,11/1/08 0:00,10/3/08 0:00,1350.88,1,,34574
56989,16012,7/1/23 14:11,6/19/23 0:00,39.98,1,,84847
56989,40004,11/1/08 9:04,10/3/08 0:00,-353.74,1," """,34317
56990,40004,11/1/08 9:04,10/3/08 0:00,61.2,1,McNally,34316
56991,2501,7/1/23 10:38,6/19/23 0:00,29.27,1,,84769
56993,27614,7/1/23 0:00,6/20/23 0:00,45.85,1,,84801
56994,16101,7/1/23 14:11,5/20/23 0:00,11515.5,1,,84836
56994,82602,11/1/08 0:00,10/3/08 0:00,5.3,1,,34256
56996,18520,11/1/08 9:36,10/3/08 0:00,-8.03,1,,34549
56997,56217,11/1/08 0:00,10/3/08 0:00,1611.42,1,,34512
56999,28703,8/1/23 0:00,6/20/23 0:00,-61.31,3,LMB,84766
56999,75024,11/1/08 13:56,10/3/08 14:02,395.47,1,,34637
57,22208,10/1/23 12:28,9/30/23 0:00,80.8,5,,85182
57,53024,6/1/23 9:16,5/5/23 0:00,-15.2,5,,84735
57000,12512,7/1/23 10:38,6/20/23 10:40,-69.3,3,,84758
57000,19012,11/1/08 0:00,10/3/07 0:00,-287.89,3,,34171
57001,19012,11/1/08 9:04,10/3/08 0:00,19.61,1,,34409
57001,66117,7/1/23 14:11,6/20/23 0:00,33.46,1,,84831
57002,17114,10/1/08 11:08,10/3/08 11:55,-82.5,3,,34128
57003,10016,7/1/23 0:00,6/21/23 0:00,109.5,1,kennon,84819
57003,93507,11/1/08 9:04,10/9/08 0:00,-33.62,1,,34346
57004,98102,11/1/08 0:00,10/3/07 0:00,-32.5,3,,34144
57005,18212,11/1/08 9:04,10/3/08 0:00,45.39,1,,34406
57007,11603,11/1/08 9:04,10/4/08 9:04,1392.62,1,,34287
57010,24024,11/1/08 13:56,10/4/08 14:02,-50.29,1,,34630
57012,40115,7/1/23 10:38,6/21/23 10:40,-196.87,3,,84753
57013,36001,11/1/08 7:49,10/4/08 7:54,14.98,1,,34237
57013,37510,7/1/23 10:38,6/21/23 10:40,-130,3,,84750
57014,10016,7/1/23 0:00,6/21/23 0:00,14.87,1,windlass,84820
57016,10016,7/1/23 0:00,6/21/23 0:00,15.99,1,kennon,84821
57017,2501,7/1/23 10:38,6/21/23 0:00,662.78,1,,84770
57017,53024,11/1/08 13:56,10/4/08 14:02,28.45,1,,34620
57018,53024,11/1/08 0:00,10/4/08 0:00,-136.96,3,,34186
57019,2116,7/1/23 0:00,6/21/23 0:00,92.49,1,,84816
57019,17612,11/1/08 0:00,10/4/07 0:00,-31.83,3,,34170
57020,2205,7/1/23 10:38,6/21/23 10:40,-5000,3,,84748
57021,21520,11/1/08 0:00,10/4/08 0:00,-1293.45,3,,34184
57022,21520,11/1/08 0:00,10/4/08 0:00,21.4,1,,34555
57023,29504,11/1/08 9:04,10/4/08 9:04,105.6,1,,34293
57024,27614,7/1/23 0:00,6/22/23 0:00,36.07,1,,84802
57024,82602,11/1/08 0:00,10/4/07 0:00,-43.88,3,,34140
57026,22810,7/1/23 10:38,6/22/23 10:40,-128,3,,84749
57027,29016,7/1/23 0:00,6/22/23 0:00,35.29,1,,84823
57027,99501,11/1/08 0:00,10/6/08 0:00,1731.67,1,,34247
57028,60107,7/1/23 0:00,6/22/23 0:00,5.97,1,,84779
57029,60107,7/1/23 10:38,6/22/23 10:40,-1395.94,3,,84745
57029,75119,11/1/08 0:00,10/6/08 0:00,42.8,1,,34533
57030,60019,11/1/08 0:00,10/6/08 0:00,1319.18,1,,34526
57032,39002,7/1/23 10:38,6/22/23 0:00,62.85,1,,84771
57033,16012,7/1/23 14:11,6/22/23 0:00,486.53,1,,84848
57034,11211,11/1/08 9:04,10/6/08 0:00,697.31,1,,34386
57036,10016,11/1/08 9:04,10/6/08 0:00,470.46,1,82 village,34475
57037,78521,11/1/08 0:00,10/6/08 0:00,-1428.78,3,,34185
57038,10016,11/1/08 9:04,10/6/08 0:00,228.45,1,loscano,34470
57040,13103,11/1/08 9:04,10/6/08 9:04,68.52,1,,34290
57041,66117,7/1/23 14:11,6/23/23 0:00,-2394.9,3,,84832
57043,2116,11/1/08 9:04,10/6/08 0:00,352.03,1,,34449
57044,46017,7/1/23 14:11,6/24/23 14:13,-4000,3,,84825
57045,10017,8/1/23 0:00,6/26/23 0:00,5054.02,1,,84958
57046,23008,8/1/23 9:43,6/26/23 9:47,3156.1,1,,84855
57047,88302,11/1/08 0:00,10/6/08 0:00,71.09,1,,34263
57050,77602,11/1/08 0:00,10/6/07 0:00,-404.4,3,,34139
57051,42517,11/1/08 0:00,10/6/08 0:00,53.83,1,,34492
57051,65511,7/1/23 14:11,6/26/23 0:00,808.75,1,,84852
57052,27614,7/1/23 0:00,6/26/23 0:00,686.67,1,,84804
57052,85003,11/1/08 0:00,10/6/07 0:00,-252.72,3,,34148
57053,25014,11/1/08 0:00,10/6/07 0:00,-168.14,3,,34176
57053,72210,7/1/23 0:00,6/26/23 0:00,4454.79,1,,84789
57054,19002,11/1/08 0:00,10/6/07 0:00,-125,3,,34138
57054,66117,8/1/23 0:00,6/26/23 0:00,160.09,1,,84963
57055,2116,8/1/23 0:00,6/26/23 0:00,45.16,1,,84932
57055,17821,11/1/08 0:00,10/6/07 0:00,-26.48,3,,34177
57056,25812,11/1/08 0:00,10/6/07 0:00,-120.47,3,,34173
57057,70006,11/1/08 0:00,10/6/07 0:00,-2753.18,3,,34155
57058,16012,11/1/08 0:00,10/6/08 0:00,64.2,1,,34528
57059,12512,11/1/08 9:36,10/6/08 0:00,24.72,1,,34543
57059,16012,8/1/23 0:00,6/27/23 0:00,16,1,,84974
57061,2116,8/1/23 0:00,6/27/23 0:00,64.5,1,,84933
57062,18520,11/1/08 0:00,10/6/08 0:00,-600,3,,34182
57063,46017,11/1/08 0:00,10/6/08 0:00,77.58,1,,34499
57064,2205,8/1/23 0:00,6/27/23 0:00,127.95,1,,84911
57064,12007,11/1/08 9:04,10/6/08 0:00,-315.01,1,,34336
57065,56017,8/1/23 0:00,6/27/23 0:00,15.99,1,,84961
57066,28424,11/1/08 0:00,10/6/08 0:00,-568.18,3,,34189
57066,40115,8/1/23 0:00,6/27/23 0:00,181.89,1,,84931
57067,17702,8/1/23 0:00,6/27/23 0:00,293.22,1,,84893
57070,10016,11/1/08 9:04,10/7/08 0:00,758.63,1,judith,34476
57070,65511,7/1/23 14:11,6/28/23 0:00,2049.49,1,,84849
57072,21811,11/1/08 9:04,10/7/08 0:00,11.8,1,,34400
57073,4810,7/1/23 0:00,6/21/23 0:00,-8000,3,,84788
57074,2116,8/1/23 0:00,6/21/23 0:00,173.8,1,,84934
57074,70524,11/1/08 13:56,10/7/08 14:02,390.7,1,,34632
57075,39103,11/1/08 0:00,10/7/08 0:00,113.26,1,,34279
57076,28703,8/1/23 0:00,6/28/23 0:00,43.18,1,,84897
57076,70524,11/1/08 0:00,10/7/08 0:00,-2500,3,,34188
57078,14514,11/1/08 9:04,10/7/08 0:00,96.96,1,PO2958,34421
57079,11122,8/1/23 0:00,6/28/23 0:00,219.65,1,,84971
57079,33520,11/1/08 0:00,10/7/08 0:00,1289.35,1,,34575
57081,124,10/1/23 8:35,6/29/23 8:36,-5000,3,,85116
57081,70306,11/1/08 0:00,10/7/07 0:00,-572.7,3,,34156
57082,10016,8/1/23 0:00,6/29/23 0:00,788.99,1,air castle,84946
57084,53717,8/1/23 0:00,7/21/23 0:00,379.78,1,,84960
57085,16012,8/1/23 0:00,6/29/23 0:00,148.21,1,,84975
57086,56217,11/1/08 0:00,10/7/08 0:00,426.08,1,,34513
57089,9517,8/1/23 0:00,6/29/23 0:00,3779.37,1,,84957
57090,72210,11/1/08 9:04,10/7/08 0:00,27.02,1,,34375
57090,78521,8/1/23 0:00,6/29/23 0:00,9.1,1,,84968
57091,23008,8/1/23 9:43,6/29/23 9:47,10694,2,,84854
57091,28003,11/1/08 0:00,10/14/08 0:00,258.01,1,BF60,34273
57093,88502,11/1/08 0:00,10/8/08 0:00,389.05,1,,34266
57094,2116,11/1/08 9:04,10/7/08 0:00,557.95,1,,34450
57094,11122,8/1/23 0:00,6/29/23 0:00,191.82,1,,84972
57096,46010,11/1/08 0:00,10/7/07 0:00,-2761.67,3,,34162
57097,40120,11/1/08 0:00,10/7/08 0:00,-94.16,3,,34181
57098,17020,11/1/08 0:00,10/7/08 0:00,-2286.5,3,,34179
57099,65511,7/1/23 14:11,6/29/23 0:00,10472.92,1,,84853
57099,71010,11/1/08 0:00,10/7/07 0:00,-1732.18,3,,34161
57100,25001,11/1/08 10:18,10/10/08 10:20,-280.76,3,,34136
57102,77006,11/1/08 9:04,10/8/08 0:00,210.79,1,,34335
57103,25208,11/1/08 9:04,10/8/08 0:00,45.64,1,,34350
57107,16012,8/1/23 0:00,6/30/23 0:00,22.92,1,,84976
57108,40004,8/1/23 9:43,6/30/23 9:47,-5744.21,3,,84863
57108,56010,11/1/08 0:00,10/7/07 0:00,-37223.68,3,,34163
57109,88502,11/1/08 0:00,10/8/08 0:00,17.33,1,,34267
57110,35110,11/1/08 0:00,10/8/08 0:00,77.83,2,P,34362
57111,56217,11/1/08 0:00,10/8/08 0:00,-4500,3,,34178
57112,33520,11/1/08 0:00,10/8/08 0:00,24.43,1,,34576
57117,72210,8/1/23 0:00,7/1/23 0:00,129.39,1,,84982
57118,2501,8/1/23 0:00,7/1/23 0:00,69.95,1,,84890
57118,25812,11/1/08 9:04,10/8/08 0:00,8.19,1,,34414
57119,10016,8/1/23 0:00,7/5/23 0:00,18.6,1,m golf,84947
57120,32003,11/1/08 9:04,10/8/08 9:04,-153,1,,34281
57121,11111,8/1/23 9:43,7/5/23 9:47,-400,3,,84869
57122,11111,8/1/23 0:00,7/5/23 0:00,173.28,1,,84915
57123,42517,11/1/08 0:00,10/8/08 0:00,-54,1,,34493
57125,19010,11/1/08 9:04,10/8/08 0:00,58.64,1,,34359
57126,21815,8/1/23 0:00,7/5/23 0:00,-9276.38,3,,84876
57129,2116,11/1/08 9:04,10/8/08 0:00,128.95,1,,34451
57130,21011,11/1/08 9:04,10/8/08 0:00,162.59,1,,34394
57131,2116,8/1/23 0:00,7/6/23 0:00,218.79,1,,84935
57132,11111,8/1/23 0:00,7/6/23 0:00,419.41,1,,84916
57132,25208,11/1/08 9:04,10/8/08 0:00,23.48,1,,34351
57134,15101,8/1/23 9:43,7/6/23 9:47,-5440.85,1,,84856
57135,85002,11/1/08 0:00,10/8/07 0:00,-407.42,3,,34142
57136,52007,11/1/08 0:00,10/8/07 0:00,-3000,3,,34157
57137,55324,11/1/08 0:00,10/8/08 0:00,-4207.23,3,,34190
57138,2505,11/1/08 0:00,10/8/07 0:00,-32.05,3,,34153
57139,2116,8/1/23 0:00,7/6/23 0:00,-158.59,1,,84936
57139,32504,11/1/08 0:00,10/8/07 0:00,-365.63,3,,34152
57141,70524,11/1/08 13:56,10/8/08 14:02,228.55,1,,34633
57143,25208,11/1/08 9:04,10/8/08 0:00,46.02,1,,34352
57145,95219,11/1/08 0:00,10/13/08 0:00,243.77,1,,34537
57146,2116,8/1/23 0:00,7/7/23 0:00,42.65,1,,84937
57147,2116,8/1/23 0:00,7/7/23 0:00,355.01,1,,84939
57148,28003,11/1/08 0:00,10/9/08 0:00,110.93,1,626C6,34274
57149,20903,8/1/23 9:43,7/7/23 9:47,-3427.99,3,,84861
57150,19214,8/1/23 9:43,7/7/23 9:47,-20404.22,3,,84874
